train_simulated_eps,train_simulated_w1,train_simulated_w2
-0.6121936031369584,0.33242379201136396,2.4896022248837637
-0.13662334370706725,1.1558920749497488,2.596733828707897
-0.6813972005005834,0.7444676650954145,1.1144327031878087
-0.16891491821083637,3.9249420198979315,4.290793712773339
-0.7452052961315012,-0.7371120477312685,0.45202339668456304
-0.2452490222472031,2.1942686259059756,2.1123416632709455
-0.935739415406631,-0.3998169999588619,0.4399293610342616
-0.14457572295781562,2.253621628134721,2.710761015008436
-0.8917995125489383,0.7233824831555318,1.447013020946871
-0.012365731981955006,2.35579324132565,3.800596469977962
-0.20850260978330334,2.293692087997696,3.0169652632825352
-0.7121794220490041,2.2270931749725307,1.1963129761076383
-0.4482213272165033,1.3838884503429845,2.368747310342638
-1.4623422912836637,0.8346972903313677,-0.20221411000266687
-0.5108960636839344,-0.4026590519673894,1.5260736966242974
-0.2624382075476915,2.0124822371352957,2.3181006066578504
-0.739438592670276,1.6756325413588284,2.089740942321332
-0.02213146897393631,0.9287959097569978,2.28515573679368
-0.22413145972795473,1.855825428122247,2.395469449804265
-0.23760828339381435,2.377162963247494,3.2796698870491614
-0.2008279064709303,2.114472934422006,2.6361268972950547
-0.26429478331164846,2.9381047025265286,0.0022813016373735007
-1.273607241542053,-0.2808809134086583,0.4500083824700838
-0.719465443374474,0.6553487516058099,1.5734185033033714
-0.8698192523955655,2.018335654630118,0.6265986505533081
-1.1035250741308678,1.1547292437389463,-0.44901449592469067
-0.49912531220988354,1.5451862870420994,1.7966137947460865
0.10378340404568913,4.665240502861469,4.40922383373352
-0.5969872008246253,1.255227147240703,2.255443390732956
-0.7401104759132813,1.6357993396254624,2.445131031042096
-0.4103035464445587,1.3226433779043194,0.7292257038016754
-0.02498582547605191,2.87209697329547,2.2380234724187376
-0.32036044247132034,2.469801599280389,1.155344794965473
-0.27969673080504365,2.294098285361974,2.6533613727137695
-0.4056557282153392,1.8557241892075325,1.946578856892696
-0.9146986242646341,0.37946475293603044,0.3423880837863773
-0.8515677463288596,-0.08197851850323601,1.508893626050246
0.02488018169916162,2.031878396566804,3.4036996016072973
-0.3396607974132301,1.6701745525583722,2.4613398220132052
0.03506289177426326,2.596066688943574,3.264054515531697
-0.2381521261039493,1.235671245644006,1.192071396257643
-0.3397709622153985,-0.18569950195930351,1.4848360412258956
-0.06499354757794482,1.6657444855284393,2.619952671351877
-0.505460654217242,1.7336009729870543,1.5336019021143437
-0.45624755568324254,3.39708033848933,2.2317047197632918
-0.16622108941291527,0.011486676390410455,3.6318202404125683
0.12180721591337537,3.7718317517880413,3.8156800840947316
